TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315987588.19172007,00000000-0000-0000-0000-000000160938,OTHERS,1701.4313293528894,540.6088270450765,PIT
315987588.29616314,00000000-0000-0000-0000-000000160938,OTHERS,1701.519490316594,540.6671289080215,PIT
315987588.38906235,00000000-0000-0000-0000-000000160938,OTHERS,1701.6601857828796,540.8411720090149,PIT
315987588.48805535,00000000-0000-0000-0000-000000160938,OTHERS,1701.7482955163807,540.9481561918418,PIT
315987588.5964337,00000000-0000-0000-0000-000000160938,OTHERS,1701.824620278545,541.0089783478452,PIT
315987588.6936431,00000000-0000-0000-0000-000000160938,OTHERS,1701.8483104605518,541.0626865780681,PIT
315987588.7923411,00000000-0000-0000-0000-000000160938,OTHERS,1701.9071208030375,541.1374673464401,PIT
315987588.8967372,00000000-0000-0000-0000-000000160938,OTHERS,1701.9835003595658,541.1768113259617,PIT
315987588.98470503,00000000-0000-0000-0000-000000160938,OTHERS,1701.9759973702048,541.1971387828843,PIT
315987589.0853541,00000000-0000-0000-0000-000000160938,OTHERS,1703.230782729652,541.6075130217537,PIT
315987589.19126904,00000000-0000-0000-0000-000000160938,OTHERS,1703.178585824085,541.5442826584522,PIT
315987589.2872803,00000000-0000-0000-0000-000000160938,OTHERS,1703.0846783815834,541.4967406726323,PIT
315987589.3926583,00000000-0000-0000-0000-000000160938,OTHERS,1703.2542497492664,541.6015760846138,PIT
315987589.495684,00000000-0000-0000-0000-000000160938,OTHERS,1703.1687651273612,541.5381056222127,PIT
315987589.5972913,00000000-0000-0000-0000-000000160938,OTHERS,1703.2074116030524,541.586799866712,PIT
315987589.69189304,00000000-0000-0000-0000-000000160938,OTHERS,1703.2055293039443,541.5785309958953,PIT
315987589.79370123,00000000-0000-0000-0000-000000160938,OTHERS,1703.2468080688095,541.6107650082296,PIT
315987589.88877505,00000000-0000-0000-0000-000000160938,OTHERS,1703.2229872573323,541.6118756890087,PIT
315987590.0072733,00000000-0000-0000-0000-000000160938,OTHERS,1703.1649311628876,541.5528419749403,PIT
315987590.09441024,00000000-0000-0000-0000-000000160938,OTHERS,1703.107495865359,541.5021616329876,PIT
315987590.19202816,00000000-0000-0000-0000-000000160938,OTHERS,1703.131716816614,541.5424391536973,PIT
315987590.29296803,00000000-0000-0000-0000-000000160938,OTHERS,1703.1306538537592,541.5227504283229,PIT
315987590.39451945,00000000-0000-0000-0000-000000160938,OTHERS,1703.075907761852,541.5198633089586,PIT
315987590.49992573,00000000-0000-0000-0000-000000160938,OTHERS,1703.084748822026,541.5214515588833,PIT
315987590.59586406,00000000-0000-0000-0000-000000160938,OTHERS,1703.0800921175205,541.5076640805373,PIT
315987590.69805723,00000000-0000-0000-0000-000000160938,OTHERS,1703.0227886547343,541.4356181097531,PIT
315987590.79083675,00000000-0000-0000-0000-000000160938,OTHERS,1703.078599482196,541.4848373368231,PIT
315987590.89441746,00000000-0000-0000-0000-000000160938,OTHERS,1703.0185687297344,541.436873329752,PIT
315987585.98664665,00000000-0000-0000-0000-000000160979,OTHERS,1657.7659587167757,503.2034544539488,PIT
315987586.0892076,00000000-0000-0000-0000-000000160979,OTHERS,1658.4272077206454,503.83305921195984,PIT
315987586.1974227,00000000-0000-0000-0000-000000160979,OTHERS,1659.0142048563462,504.1864088522979,PIT
315987586.28619725,00000000-0000-0000-0000-000000160979,OTHERS,1659.509860430566,504.7252835275468,PIT
315987586.39403814,00000000-0000-0000-0000-000000160979,OTHERS,1660.7121386262656,505.7666810855107,PIT
315987586.491998,00000000-0000-0000-0000-000000160979,OTHERS,1660.5722341064245,505.23399756093534,PIT
315987586.5922095,00000000-0000-0000-0000-000000160979,OTHERS,1662.0603736855328,506.62656589861024,PIT
315987586.6906616,00000000-0000-0000-0000-000000160979,OTHERS,1662.7777152580386,507.06506056352447,PIT
315987586.79268485,00000000-0000-0000-0000-000000160979,OTHERS,1663.2695208881023,507.1923640029052,PIT
315987586.8892897,00000000-0000-0000-0000-000000160979,OTHERS,1663.8300581594808,507.5639365721697,PIT
315987586.99998784,00000000-0000-0000-0000-000000160979,OTHERS,1664.4182635726104,507.9167008851983,PIT
315987587.09056664,00000000-0000-0000-0000-000000160979,OTHERS,1664.3801058624329,508.3127614500117,PIT
315987587.19219995,00000000-0000-0000-0000-000000160979,OTHERS,1664.9977606480356,508.7601541779927,PIT
315987587.29387814,00000000-0000-0000-0000-000000160979,OTHERS,1665.5947588019446,509.20653832136907,PIT
315987587.3897231,00000000-0000-0000-0000-000000160979,OTHERS,1666.1481831767906,509.71722285808687,PIT
315987587.4909267,00000000-0000-0000-0000-000000160979,OTHERS,1666.8664682259976,510.1614192497817,PIT
315987587.590875,00000000-0000-0000-0000-000000160979,OTHERS,1667.240983017521,510.72929717458834,PIT
315987587.68970144,00000000-0000-0000-0000-000000160979,OTHERS,1667.868935630376,511.3118140872245,PIT
315987587.7882595,00000000-0000-0000-0000-000000160979,OTHERS,1668.4820158859425,511.8258774198681,PIT
315987587.88681114,00000000-0000-0000-0000-000000160979,OTHERS,1669.322792274919,512.7361244445659,PIT
315987587.98719645,00000000-0000-0000-0000-000000160979,OTHERS,1669.9601119501538,513.165531356368,PIT
315987588.0905359,00000000-0000-0000-0000-000000160979,OTHERS,1670.3765737269416,513.4428505995372,PIT
315987588.19172007,00000000-0000-0000-0000-000000160979,OTHERS,1670.915830405519,513.7713599190268,PIT
315987588.29616314,00000000-0000-0000-0000-000000160979,OTHERS,1671.3758077261764,514.0324970505702,PIT
315987588.38906235,00000000-0000-0000-0000-000000160979,OTHERS,1672.1432274828433,514.8018725673869,PIT
315987588.48805535,00000000-0000-0000-0000-000000160979,OTHERS,1672.732123616892,515.3518314616339,PIT
315987588.5964337,00000000-0000-0000-0000-000000160979,OTHERS,1673.4686890715357,516.024968752433,PIT
315987588.6936431,00000000-0000-0000-0000-000000160979,OTHERS,1673.9101869007573,516.4146716151822,PIT
315987588.7923411,00000000-0000-0000-0000-000000160979,OTHERS,1674.467221345811,516.8588184241107,PIT
315987588.8967372,00000000-0000-0000-0000-000000160979,OTHERS,1675.1092621393357,517.4029347281313,PIT
315987588.98470503,00000000-0000-0000-0000-000000160979,OTHERS,1675.6118119575567,517.8639968639259,PIT
315987589.0853541,00000000-0000-0000-0000-000000160979,OTHERS,1676.3829031102875,518.5922196553354,PIT
315987589.19126904,00000000-0000-0000-0000-000000160979,OTHERS,1676.910112268901,518.9629721592131,PIT
315987589.2872803,00000000-0000-0000-0000-000000160979,OTHERS,1677.379892339134,519.3597148885915,PIT
315987589.3926583,00000000-0000-0000-0000-000000160979,OTHERS,1677.9389762831768,519.8417246851889,PIT
315987589.495684,00000000-0000-0000-0000-000000160979,OTHERS,1678.5987826494668,520.3723618897087,PIT
315987589.5972913,00000000-0000-0000-0000-000000160979,OTHERS,1679.1847426918982,520.8916806850541,PIT
315987589.69189304,00000000-0000-0000-0000-000000160979,OTHERS,1679.6118266326887,521.3560997133255,PIT
315987589.79370123,00000000-0000-0000-0000-000000160979,OTHERS,1680.333876562944,521.8979286127317,PIT
315987589.88877505,00000000-0000-0000-0000-000000160979,OTHERS,1680.9310465228118,522.3708446602169,PIT
315987590.0072733,00000000-0000-0000-0000-000000160979,OTHERS,1681.3310330973177,522.7987260077649,PIT
315987590.09441024,00000000-0000-0000-0000-000000160979,OTHERS,1681.8150548130973,523.2533930875671,PIT
315987590.19202816,00000000-0000-0000-0000-000000160979,OTHERS,1682.328910593614,523.7017590123079,PIT
315987590.29296803,00000000-0000-0000-0000-000000160979,OTHERS,1682.8477338053174,524.1267604160926,PIT
315987590.39451945,00000000-0000-0000-0000-000000160979,OTHERS,1683.3508830881983,524.5590130513601,PIT
315987590.49992573,00000000-0000-0000-0000-000000160979,OTHERS,1683.8844865841136,525.0023923331643,PIT
315987590.59586406,00000000-0000-0000-0000-000000160979,OTHERS,1684.3334183709333,525.475717631613,PIT
315987590.69805723,00000000-0000-0000-0000-000000160979,OTHERS,1684.7686706496524,525.8708964431037,PIT
315987590.79083675,00000000-0000-0000-0000-000000160979,OTHERS,1685.2205406016744,526.276929353693,PIT
315987590.89441746,00000000-0000-0000-0000-000000160979,OTHERS,1685.6394880197406,526.6335499735518,PIT
315987587.19219995,00000000-0000-0000-0000-000000161009,OTHERS,1648.9544623830673,495.2630877963836,PIT
315987587.29387814,00000000-0000-0000-0000-000000161009,OTHERS,1649.3773158738904,495.8289833768831,PIT
315987587.3897231,00000000-0000-0000-0000-000000161009,OTHERS,1650.122974089164,496.0186076155472,PIT
315987587.4909267,00000000-0000-0000-0000-000000161009,OTHERS,1650.7380358162286,496.4066755966415,PIT
315987587.590875,00000000-0000-0000-0000-000000161009,OTHERS,1650.9002834403625,497.1871093068648,PIT
315987587.68970144,00000000-0000-0000-0000-000000161009,OTHERS,1651.5309925438517,497.6072802889362,PIT
315987587.7882595,00000000-0000-0000-0000-000000161009,OTHERS,1652.0063996125116,497.9429450047991,PIT
315987587.88681114,00000000-0000-0000-0000-000000161009,OTHERS,1652.5404592487378,498.32665759306656,PIT
315987587.98719645,00000000-0000-0000-0000-000000161009,OTHERS,1652.93355735564,498.7652818388072,PIT
315987588.0905359,00000000-0000-0000-0000-000000161009,OTHERS,1653.6892039918291,499.07365554519066,PIT
315987588.19172007,00000000-0000-0000-0000-000000161009,OTHERS,1654.2275481143197,499.3934819942658,PIT
315987588.29616314,00000000-0000-0000-0000-000000161009,OTHERS,1654.8355549076075,499.7796073914511,PIT
315987588.38906235,00000000-0000-0000-0000-000000161009,OTHERS,1655.2995633149897,500.032229978846,PIT
315987588.48805535,00000000-0000-0000-0000-000000161009,OTHERS,1656.0793834877857,501.0422136408336,PIT
315987588.5964337,00000000-0000-0000-0000-000000161009,OTHERS,1656.640958501228,501.3598256833032,PIT
315987588.7923411,00000000-0000-0000-0000-000000161009,OTHERS,1657.7894430104168,502.489389309968,PIT
315987588.8967372,00000000-0000-0000-0000-000000161009,OTHERS,1658.1040048732737,502.9341360698516,PIT
315987588.98470503,00000000-0000-0000-0000-000000161009,OTHERS,1658.7121851455622,503.2651310133271,PIT
315987589.0853541,00000000-0000-0000-0000-000000161009,OTHERS,1659.0682124348962,503.3303415195591,PIT
315987589.19126904,00000000-0000-0000-0000-000000161009,OTHERS,1659.603463749747,503.78913367507727,PIT
315987589.2872803,00000000-0000-0000-0000-000000161009,OTHERS,1659.9341208386636,504.14735895395376,PIT
315987589.3926583,00000000-0000-0000-0000-000000161009,OTHERS,1660.5589353692385,504.4825458105304,PIT
315987589.495684,00000000-0000-0000-0000-000000161009,OTHERS,1660.8730546485074,504.8161216178775,PIT
315987589.5972913,00000000-0000-0000-0000-000000161009,OTHERS,1661.1476327899256,505.02462526003,PIT
315987589.69189304,00000000-0000-0000-0000-000000161009,OTHERS,1661.6505113387125,505.32251446551874,PIT
315987589.79370123,00000000-0000-0000-0000-000000161009,OTHERS,1662.1509076815994,505.6776698558759,PIT
315987589.88877505,00000000-0000-0000-0000-000000161009,OTHERS,1662.6882592729376,506.030165646047,PIT
315987590.0072733,00000000-0000-0000-0000-000000161009,OTHERS,1663.1260694060916,506.3117762209932,PIT
315987590.09441024,00000000-0000-0000-0000-000000161009,OTHERS,1663.3654117767153,506.64217346113935,PIT
315987590.19202816,00000000-0000-0000-0000-000000161009,OTHERS,1664.081859687141,507.42554624822935,PIT
315987590.29296803,00000000-0000-0000-0000-000000161009,OTHERS,1664.593847736891,507.87797331194673,PIT
315987590.39451945,00000000-0000-0000-0000-000000161009,OTHERS,1665.6161739027066,508.8756640087506,PIT
315987590.49992573,00000000-0000-0000-0000-000000161009,OTHERS,1666.0309570043369,509.2558463871839,PIT
315987590.59586406,00000000-0000-0000-0000-000000161009,OTHERS,1666.7119364197342,509.6877238916669,PIT
315987590.69805723,00000000-0000-0000-0000-000000161009,OTHERS,1667.2144635787936,509.9757560623954,PIT
315987590.79083675,00000000-0000-0000-0000-000000161009,OTHERS,1667.3935198960626,510.0145053956578,PIT
315987590.89441746,00000000-0000-0000-0000-000000161009,OTHERS,1667.8904718222384,510.51525093206885,PIT
315987588.0905359,00000000-0000-0000-0000-000000161016,OTHERS,1738.1740411872197,465.5613777444119,PIT
315987588.19172007,00000000-0000-0000-0000-000000161016,OTHERS,1737.8652966593586,465.3092941861953,PIT
315987588.29616314,00000000-0000-0000-0000-000000161016,OTHERS,1737.5383269165002,465.03435895144736,PIT
315987588.38906235,00000000-0000-0000-0000-000000161016,OTHERS,1737.0585159994096,464.6194932151575,PIT
315987588.48805535,00000000-0000-0000-0000-000000161016,OTHERS,1736.7597549924344,464.3434621949997,PIT
315987588.5964337,00000000-0000-0000-0000-000000161016,OTHERS,1736.4606481695596,464.1350868981348,PIT
315987588.6936431,00000000-0000-0000-0000-000000161016,OTHERS,1736.0432930023196,463.8385589937443,PIT
315987588.7923411,00000000-0000-0000-0000-000000161016,OTHERS,1735.8089813295944,463.602546698685,PIT
315987588.8967372,00000000-0000-0000-0000-000000161016,OTHERS,1735.412044675964,463.2705361173165,PIT
315987588.98470503,00000000-0000-0000-0000-000000161016,OTHERS,1734.9518028779294,462.86176899734886,PIT
315987589.0853541,00000000-0000-0000-0000-000000161016,OTHERS,1734.5699327783786,462.5258305962539,PIT
315987589.19126904,00000000-0000-0000-0000-000000161016,OTHERS,1734.1344586876126,462.0460203380282,PIT
315987589.2872803,00000000-0000-0000-0000-000000161016,OTHERS,1733.9381128610023,461.8991910049152,PIT
315987589.3926583,00000000-0000-0000-0000-000000161016,OTHERS,1733.6033346430438,461.5580084488585,PIT
315987589.495684,00000000-0000-0000-0000-000000161016,OTHERS,1733.319084229546,461.3236192781369,PIT
315987589.5972913,00000000-0000-0000-0000-000000161016,OTHERS,1733.218057012525,461.16721207240687,PIT
315987589.69189304,00000000-0000-0000-0000-000000161016,OTHERS,1732.9891483817996,461.082516377264,PIT
315987589.79370123,00000000-0000-0000-0000-000000161016,OTHERS,1732.9891483818774,461.08251637732087,PIT
315987590.0072733,00000000-0000-0000-0000-000000161016,OTHERS,1732.9891483820334,461.0825163774375,PIT
315987589.79370123,00000000-0000-0000-0000-000000161031,OTHERS,1647.0763309457238,504.9898834727072,PIT
315987589.88877505,00000000-0000-0000-0000-000000161031,OTHERS,1646.6309319448533,505.1947287025993,PIT
315987590.0072733,00000000-0000-0000-0000-000000161031,OTHERS,1646.6309319448533,505.1947287025993,PIT
315987590.09441024,00000000-0000-0000-0000-000000161031,OTHERS,1646.5460242937882,505.24772525597433,PIT
315987590.19202816,00000000-0000-0000-0000-000000161031,OTHERS,1646.5469152520957,505.1892823689389,PIT
315987590.29296803,00000000-0000-0000-0000-000000161031,OTHERS,1645.8889892725524,505.1611795477991,PIT
315987590.39451945,00000000-0000-0000-0000-000000161031,OTHERS,1645.8889892725915,505.1611795477179,PIT
315987590.49992573,00000000-0000-0000-0000-000000161031,OTHERS,1645.8889892726295,505.161179547637,PIT
315987590.59586406,00000000-0000-0000-0000-000000161031,OTHERS,1645.6484172750909,505.031913685994,PIT
315987590.69805723,00000000-0000-0000-0000-000000161031,OTHERS,1645.3495125582267,504.8353591941354,PIT
315987590.79083675,00000000-0000-0000-0000-000000161031,OTHERS,1645.3495125582267,504.8353591941354,PIT
315987590.89441746,00000000-0000-0000-0000-000000161031,OTHERS,1645.3495125582267,504.8353591941354,PIT
